Unnamed: 0,datetime,datetimeEpoch,tempmax,humidity,windspeed,cloudcover,description
156.0,2010-06-06,1275762600.0,31.1,75.2,28.8,89.5,Partly cloudy throughout the day with a chance of rain throughout the day.
157.0,2010-06-07,1275849000.0,33.1,70.1,27.7,91.5,Cloudy skies throughout the day.
158.0,2010-06-08,1275935400.0,37.1,65.0,22.3,76.4,Partly cloudy throughout the day.
159.0,2010-06-09,1276021800.0,30.1,85.8,21.2,89.4,Partly cloudy throughout the day with morning rain.
160.0,2010-06-10,1276108200.0,31.1,82.8,20.5,87.9,Partly cloudy throughout the day with late afternoon rain.
161.0,2010-06-11,1276194600.0,28.1,92.3,22.3,97.5,Cloudy skies throughout the day with morning rain.
162.0,2010-06-12,1276281000.0,31.1,83.5,27.0,85.4,Partly cloudy throughout the day with late afternoon rain.
163.0,2010-06-13,1276367400.0,34.1,76.0,27.7,64.4,Partly cloudy throughout the day.
164.0,2010-06-14,1276453800.0,35.1,73.1,27.7,77.7,Partly cloudy throughout the day.
165.0,2010-06-15,1276540200.0,36.1,68.3,27.7,61.9,Partly cloudy throughout the day.
166.0,2010-06-16,1276626600.0,32.1,78.6,22.3,78.3,Partly cloudy throughout the day.
167.0,2010-06-17,1276713000.0,33.1,77.7,18.4,83.3,Partly cloudy throughout the day.
168.0,2010-06-18,1276799400.0,34.1,74.4,27.7,77.9,Partly cloudy throughout the day with morning rain.
169.0,2010-06-19,1276885800.0,35.1,73.9,24.1,66.7,Partly cloudy throughout the day.
170.0,2010-06-20,1276972200.0,36.1,74.5,22.3,58.3,Partly cloudy throughout the day.
171.0,2010-06-21,1277058600.0,34.1,78.1,20.5,55.8,Partly cloudy throughout the day.
172.0,2010-06-22,1277145000.0,37.1,72.5,24.1,63.3,Partly cloudy throughout the day with afternoon rain.
173.0,2010-06-23,1277231400.0,37.1,71.2,26.3,67.5,Partly cloudy throughout the day with afternoon rain.
174.0,2010-06-24,1277317800.0,35.1,65.5,27.7,79.6,Partly cloudy throughout the day.
175.0,2010-06-25,1277404200.0,36.1,69.5,29.5,63.8,Partly cloudy throughout the day with late afternoon rain.
176.0,2010-06-26,1277490600.0,37.1,71.2,25.9,74.4,Partly cloudy throughout the day with rain.
177.0,2010-06-27,1277577000.0,36.1,74.5,22.3,66.7,Partly cloudy throughout the day with rain.
178.0,2010-06-28,1277663400.0,33.1,81.7,22.3,69.4,Partly cloudy throughout the day with early morning rain.
179.0,2010-06-29,1277749800.0,36.1,73.8,22.3,46.7,Partly cloudy throughout the day.
180.0,2010-06-30,1277836200.0,35.1,74.0,22.3,69.9,Partly cloudy throughout the day.
181.0,2010-07-01,1277922600.0,33.1,69.7,22.3,88.3,Partly cloudy throughout the day with early morning rain.
182.0,2010-07-02,1278009000.0,34.1,61.5,24.1,69.6,Partly cloudy throughout the day.
183.0,2010-07-03,1278095400.0,35.1,61.5,27.7,61.7,Partly cloudy throughout the day.
184.0,2010-07-04,1278181800.0,34.1,66.7,22.3,83.1,Partly cloudy throughout the day with late afternoon rain.
185.0,2010-07-05,1278268200.0,36.1,78.8,24.5,64.5,Partly cloudy throughout the day with late afternoon rain.
186.0,2010-07-06,1278354600.0,32.1,80.0,18.4,80.0,Partly cloudy throughout the day with late afternoon rain.
187.0,2010-07-07,1278441000.0,33.1,79.3,18.4,90.4,Cloudy skies throughout the day with late afternoon rain.
188.0,2010-07-08,1278527400.0,29.4,88.6,14.8,85.6,Partly cloudy throughout the day with morning rain.
189.0,2010-07-09,1278613800.0,32.1,82.6,18.4,50.1,Partly cloudy throughout the day with afternoon rain.
190.0,2010-07-10,1278700200.0,33.1,80.2,24.1,45.0,Partly cloudy throughout the day.
191.0,2010-07-11,1278786600.0,35.1,74.5,22.3,51.7,Partly cloudy throughout the day.
192.0,2010-07-12,1278873000.0,35.1,75.8,20.5,74.4,Partly cloudy throughout the day with late afternoon rain.
193.0,2010-07-13,1278959400.0,33.1,81.7,18.4,77.9,Partly cloudy throughout the day with rain clearing later.
194.0,2010-07-14,1279045800.0,35.1,69.7,18.4,60.8,Partly cloudy throughout the day.
195.0,2010-07-15,1279132200.0,35.1,69.2,24.1,59.2,Partly cloudy throughout the day.
196.0,2010-07-16,1279218600.0,34.1,74.9,20.5,70.1,Partly cloudy throughout the day with morning rain.
197.0,2010-07-17,1279305000.0,33.1,80.2,20.5,65.3,Partly cloudy throughout the day with rain.
198.0,2010-07-18,1279391400.0,32.1,82.1,20.2,89.5,Partly cloudy throughout the day with rain.
199.0,2010-07-19,1279477800.0,33.1,82.3,18.4,92.1,Cloudy skies throughout the day with rain.
200.0,2010-07-20,1279564200.0,28.9,89.0,25.6,97.7,Cloudy skies throughout the day with rain.
201.0,2010-07-21,1279650600.0,31.4,88.5,18.0,97.1,Cloudy skies throughout the day with morning rain.
202.0,2010-07-22,1279737000.0,32.3,78.2,20.5,82.1,Partly cloudy throughout the day with late afternoon rain.
203.0,2010-07-23,1279823400.0,34.1,68.6,20.5,69.0,Partly cloudy throughout the day with early morning rain.
204.0,2010-07-24,1279909800.0,31.1,67.9,24.1,80.8,Partly cloudy throughout the day.
205.0,2010-07-25,1279996200.0,33.1,63.5,27.7,83.2,Partly cloudy throughout the day.
206.0,2010-07-26,1280082600.0,32.1,62.9,28.4,92.3,Cloudy skies throughout the day with morning rain.
207.0,2010-07-27,1280169000.0,35.1,67.8,27.7,71.4,Partly cloudy throughout the day with late afternoon rain.
208.0,2010-07-28,1280255400.0,33.4,80.1,18.4,87.6,Partly cloudy throughout the day with rain.
209.0,2010-07-29,1280341800.0,33.1,75.8,22.3,86.6,Partly cloudy throughout the day with late afternoon rain.
210.0,2010-07-30,1280428200.0,34.1,76.4,22.3,70.3,Partly cloudy throughout the day with late afternoon rain.
211.0,2010-07-31,1280514600.0,34.1,68.2,24.1,80.0,Partly cloudy throughout the day with late afternoon rain.
212.0,2010-08-01,1280601000.0,35.1,70.5,25.9,64.1,Partly cloudy throughout the day.
213.0,2010-08-02,1280687400.0,35.1,68.6,24.1,56.0,Partly cloudy throughout the day with late afternoon rain.
214.0,2010-08-03,1280773800.0,32.1,70.3,16.6,84.2,Partly cloudy throughout the day.
215.0,2010-08-04,1280860200.0,32.1,66.2,22.3,96.3,Cloudy skies throughout the day.
216.0,2010-08-05,1280946600.0,33.1,66.4,24.1,88.2,Partly cloudy throughout the day.
217.0,2010-08-06,1281033000.0,33.1,70.1,23.8,83.1,Partly cloudy throughout the day.
218.0,2010-08-07,1281119400.0,34.1,75.0,18.4,69.3,Partly cloudy throughout the day with afternoon rain.
219.0,2010-08-08,1281205800.0,35.1,76.4,22.3,72.7,Partly cloudy throughout the day with late afternoon rain.
220.0,2010-08-09,1281292200.0,35.1,74.1,21.2,67.7,Partly cloudy throughout the day.
221.0,2010-08-10,1281378600.0,34.1,69.9,18.4,57.5,Partly cloudy throughout the day.
222.0,2010-08-11,1281465000.0,35.1,68.6,22.3,59.7,Partly cloudy throughout the day.
223.0,2010-08-12,1281551400.0,34.1,73.5,18.4,63.0,Partly cloudy throughout the day with morning rain.
224.0,2010-08-13,1281637800.0,34.1,80.5,20.5,63.7,Partly cloudy throughout the day with late afternoon rain.
225.0,2010-08-14,1281724200.0,34.1,81.9,16.6,60.0,Partly cloudy throughout the day.
226.0,2010-08-15,1281810600.0,33.1,82.3,16.6,81.1,Partly cloudy throughout the day with morning rain.
227.0,2010-08-16,1281897000.0,33.1,79.6,18.4,78.5,Partly cloudy throughout the day with morning rain.
228.0,2010-08-17,1281983400.0,34.1,82.6,24.1,72.7,Partly cloudy throughout the day with late afternoon rain.
229.0,2010-08-18,1282069800.0,29.8,88.9,20.5,92.2,Cloudy skies throughout the day with a chance of rain throughout the day.
230.0,2010-08-19,1282156200.0,33.1,75.2,18.4,71.7,Partly cloudy throughout the day.
231.0,2010-08-20,1282242600.0,32.1,83.6,22.3,52.0,Partly cloudy throughout the day with morning rain.
232.0,2010-08-21,1282329000.0,31.1,93.1,24.1,81.8,Partly cloudy throughout the day with rain in the morning and afternoon.
233.0,2010-08-22,1282415400.0,29.1,92.5,14.8,85.5,Partly cloudy throughout the day with rain.
234.0,2010-08-23,1282501800.0,32.1,91.2,18.4,94.3,Cloudy skies throughout the day with rain.
235.0,2010-08-24,1282588200.0,29.3,92.5,15.8,90.2,Cloudy skies throughout the day with rain.
236.0,2010-08-25,1282674600.0,29.1,94.5,16.2,92.8,Cloudy skies throughout the day with rain clearing later.
237.0,2010-08-26,1282761000.0,31.1,79.3,20.5,76.7,Partly cloudy throughout the day.
238.0,2010-08-27,1282847400.0,34.1,76.5,22.3,61.7,Partly cloudy throughout the day.
239.0,2010-08-28,1282933800.0,34.1,76.9,20.5,47.5,Partly cloudy throughout the day.
240.0,2010-08-29,1283020200.0,32.1,79.8,20.5,79.8,Partly cloudy throughout the day with morning rain.
241.0,2010-08-30,1283106600.0,32.1,83.4,27.7,97.1,Cloudy skies throughout the day with rain.
242.0,2010-08-31,1283193000.0,34.1,75.6,18.4,77.1,Partly cloudy throughout the day with rain clearing later.
243.0,2010-09-01,1283279400.0,35.1,71.3,22.3,44.0,Partly cloudy throughout the day.
244.0,2010-09-02,1283365800.0,33.1,73.6,20.5,84.1,Partly cloudy throughout the day.
245.0,2010-09-03,1283452200.0,31.3,83.5,18.4,92.8,Cloudy skies throughout the day with rain clearing later.
246.0,2010-09-04,1283538600.0,32.1,79.3,20.5,83.4,Partly cloudy throughout the day with late afternoon rain.
247.0,2010-09-05,1283625000.0,33.1,81.0,18.0,91.3,Cloudy skies throughout the day with late afternoon rain.
248.0,2010-09-06,1283711400.0,31.1,80.1,21.6,81.1,Partly cloudy throughout the day.
249.0,2010-09-07,1283797800.0,33.1,72.8,20.5,86.7,Partly cloudy throughout the day.
250.0,2010-09-08,1283884200.0,33.1,69.2,22.3,71.5,Partly cloudy throughout the day with late afternoon rain.
251.0,2010-09-09,1283970600.0,34.1,76.9,22.3,80.3,Partly cloudy throughout the day with rain.
252.0,2010-09-10,1284057000.0,32.1,86.2,22.3,89.6,Partly cloudy throughout the day with rain.
253.0,2010-09-11,1284143400.0,32.1,82.4,25.9,83.8,Partly cloudy throughout the day.
254.0,2010-09-12,1284229800.0,32.1,81.5,20.5,75.9,Partly cloudy throughout the day with late afternoon rain.
255.0,2010-09-13,1284316200.0,33.1,85.3,17.6,80.2,Partly cloudy throughout the day with late afternoon rain.
256.0,2010-09-14,1284402600.0,29.7,86.4,19.8,89.8,Partly cloudy throughout the day with early morning rain.
257.0,2010-09-15,1284489000.0,31.1,81.5,18.4,84.2,Partly cloudy throughout the day with morning rain.
258.0,2010-09-16,1284575400.0,31.5,80.7,18.4,79.5,Partly cloudy throughout the day.
259.0,2010-09-17,1284661800.0,31.1,78.9,18.4,88.3,Partly cloudy throughout the day.
260.0,2010-09-18,1284748200.0,31.1,77.3,18.4,87.5,Partly cloudy throughout the day.
261.0,2010-09-19,1284834600.0,34.1,76.6,18.4,78.3,Partly cloudy throughout the day.
262.0,2010-09-20,1284921000.0,32.1,81.7,18.4,62.1,Partly cloudy throughout the day.
263.0,2010-09-21,1285007400.0,33.1,80.2,20.5,49.2,Partly cloudy throughout the day with morning rain.
264.0,2010-09-22,1285093800.0,32.1,81.4,18.4,50.2,Partly cloudy throughout the day with late afternoon rain.
265.0,2010-09-23,1285180200.0,33.1,81.2,18.4,53.6,Partly cloudy throughout the day with morning rain.
266.0,2010-09-24,1285266600.0,34.1,79.0,18.4,57.9,Partly cloudy throughout the day with rain.
267.0,2010-09-25,1285353000.0,33.1,81.3,15.1,67.8,Partly cloudy throughout the day with early morning rain.
268.0,2010-09-26,1285439400.0,33.1,82.4,18.4,70.3,Partly cloudy throughout the day with rain.
269.0,2010-09-27,1285525800.0,31.1,84.4,20.5,53.8,Partly cloudy throughout the day with rain clearing later.
270.0,2010-09-28,1285612200.0,32.1,79.5,18.4,44.8,Partly cloudy throughout the day with morning rain.
271.0,2010-09-29,1285698600.0,33.1,82.9,18.4,46.4,Partly cloudy throughout the day with morning rain.
272.0,2010-09-30,1285785000.0,33.1,79.5,14.8,49.1,Partly cloudy throughout the day with rain.
273.0,2010-10-01,1285871400.0,30.1,85.2,16.6,56.7,Partly cloudy throughout the day with afternoon rain.
274.0,2010-10-02,1285957800.0,30.1,87.7,13.0,64.8,Partly cloudy throughout the day with morning rain.
275.0,2010-10-03,1286044200.0,31.1,87.1,16.6,58.2,Partly cloudy throughout the day with rain.
